latitude,longitude,elevation_m,temperature_C,humidity_percent,rainfall_mm_day,windspeed_mps,soil_type,soil_pH,soil_moisture_percent,organic_carbon_percent,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,bulk_density_gcm3,drainage,ndvi,canopy_cover_percent,burn_severity,fire_frequency_5yr,deforestation_percent,native_species_suitability,carbon_sequestration_tCO2_ha,recommended_reforestation_method,recommended_species
-0.845498,-62.104128,230.3,27.17,90.1,41.64,7.41,Inceptisol,4.34,80.0,4.37,1424,9,245,1.26,Moderate,0.95,89.8,0.0,0,6.8,100.0,241.5,Natural Regeneration,Brazil Nut
-3.419553,-53.112103,196.8,34.27,59.5,11.29,1.0,Oxisol,4.81,39.2,1.33,1278,39,88,1.56,Moderate,0.352,17.9,0.458,3,30.5,89.1,104.6,Agroforestry,Rubber Tree
1.441395,-55.379325,216.7,33.81,69.9,17.58,0.97,Oxisol,5.14,49.2,1.85,1830,34,230,1.53,Moderate,0.441,47.2,0.54,3,37.6,90.7,111.0,Agroforestry,Rubber Tree
-3.513784,-71.984252,175.8,28.06,86.7,8.59,7.27,Oxisol,6.68,56.9,6.39,1322,28,246,1.08,Moderate,0.95,92.4,0.109,2,13.4,100.0,250.0,Natural Regeneration,Brazil Nut
-4.32027,-52.632579,111.7,23.85,89.8,10.97,2.48,Ultisol,5.11,50.8,1.42,1134,3,192,0.96,Moderate,0.457,54.4,0.285,3,40.9,100.0,94.4,Direct Seeding,Açaí Palm
-1.510032,-62.677588,334.4,24.32,100.0,3.31,7.05,Oxisol,4.32,60.1,4.23,2370,29,242,1.31,Good,0.8,76.2,0.179,1,44.6,100.0,222.6,Natural Regeneration,Brazil Nut
0.26646,-56.147309,48.5,26.91,89.9,6.91,3.02,Oxisol,6.72,52.2,1.1,626,3,30,1.57,Moderate,0.342,39.2,0.553,4,56.6,92.1,85.7,Seedling Plantation,Mahogany
-1.498265,-70.639058,329.8,24.73,91.6,14.16,2.99,Inceptisol,5.22,63.8,5.31,696,37,129,0.99,Moderate,0.881,88.1,0.132,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.785967,-57.902731,122.7,23.08,99.4,14.25,1.08,Oxisol,4.39,63.2,1.84,585,39,112,1.5,Good,0.572,49.9,0.358,2,28.2,100.0,145.3,Agroforestry,Rubber Tree
-0.534631,-68.328176,189.2,30.76,75.1,17.16,7.35,Histosol,5.71,51.8,2.08,1521,8,114,0.95,Moderate,0.574,49.9,0.45,4,35.3,100.0,155.8,Agroforestry,Rubber Tree
-2.223981,-63.478858,55.9,29.56,87.4,17.83,6.09,Oxisol,6.26,58.5,2.7,548,40,78,1.08,Moderate,0.638,64.9,0.353,2,26.7,100.0,164.3,Agroforestry,Rubber Tree
2.462942,-73.595291,43.4,25.79,95.6,5.09,1.81,Ultisol,5.99,55.5,1.02,541,4,221,1.01,Moderate,0.408,33.8,0.578,4,32.6,85.9,111.7,Agroforestry,Rubber Tree
2.381161,-70.361345,161.7,32.13,76.6,30.72,5.82,Oxisol,4.87,62.7,4.15,1045,13,204,1.6,Poor,0.728,69.9,0.151,1,32.6,100.0,202.3,Natural Regeneration,Brazil Nut
-0.981025,-71.790068,264.8,32.09,77.8,4.78,0.83,Ultisol,4.67,54.5,6.82,1941,9,61,1.44,Moderate,0.95,99.5,0.071,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.376928,-68.24614,108.9,28.38,76.7,17.75,4.19,Oxisol,6.47,46.5,5.17,1070,13,132,1.29,Poor,0.813,75.3,0.14,2,0.0,100.0,234.3,Natural Regeneration,Brazil Nut
0.897059,-71.599566,205.6,23.25,100.0,25.64,2.03,Oxisol,4.54,68.7,6.72,1906,9,209,1.33,Good,0.95,87.1,0.005,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.706296,-57.394159,112.0,33.94,69.7,6.41,6.8,Entisol,6.12,44.1,1.78,838,12,41,1.18,Poor,0.452,62.1,0.469,4,28.9,94.5,123.6,Agroforestry,Rubber Tree
-1.201848,-73.303042,148.2,30.69,83.4,6.58,4.09,Oxisol,4.06,42.9,2.45,235,30,164,0.95,Good,0.565,43.8,0.546,3,69.8,96.0,153.2,Assisted Natural Regeneration,Andiroba
-2.309413,-59.174228,319.1,25.21,95.7,9.06,7.37,Oxisol,5.17,61.8,3.09,341,3,158,1.1,Poor,0.767,81.2,0.185,2,17.8,100.0,201.1,Natural Regeneration,Brazil Nut
2.364287,-70.623012,302.4,29.94,85.2,23.48,4.68,Spodosol,6.76,62.9,5.46,638,35,150,1.05,Poor,0.848,88.9,0.006,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.903976,-51.316125,190.3,27.27,81.6,7.43,4.03,Oxisol,5.77,53.2,6.98,2448,29,205,1.58,Poor,0.95,100.0,0.09,2,2.8,100.0,250.0,Natural Regeneration,Brazil Nut
-0.577481,-51.605742,98.6,30.26,74.7,18.18,5.55,Oxisol,4.87,50.6,6.14,1421,24,88,1.18,Moderate,0.864,96.1,0.127,2,14.3,100.0,247.3,Natural Regeneration,Brazil Nut
0.925309,-68.587926,83.8,28.16,95.8,9.52,6.27,Oxisol,5.96,64.2,4.52,926,35,223,1.48,Good,0.866,83.7,0.092,1,26.7,100.0,229.6,Natural Regeneration,Brazil Nut
-1.119856,-59.253889,334.8,28.31,76.6,12.77,0.12,Histosol,4.99,52.7,4.51,278,13,231,1.48,Good,0.796,87.3,0.209,2,10.8,100.0,218.9,Natural Regeneration,Brazil Nut
-4.316776,-73.327872,86.9,31.57,70.6,21.52,4.18,Ultisol,6.63,43.2,5.62,2065,31,116,1.11,Poor,0.863,67.8,0.143,1,7.6,100.0,241.5,Natural Regeneration,Brazil Nut
2.779691,-51.637075,286.7,29.98,80.3,12.12,6.21,Entisol,4.66,57.6,2.13,2425,22,212,1.3,Poor,0.554,68.9,0.365,4,56.0,96.4,154.3,Direct Seeding,Açaí Palm
-0.855917,-61.448305,141.8,23.04,97.6,12.33,3.26,Oxisol,4.9,64.8,5.94,1733,11,193,1.35,Poor,0.95,89.7,0.04,2,34.5,100.0,250.0,Natural Regeneration,Brazil Nut
-0.08651,-72.962644,345.3,22.85,95.2,3.43,0.36,Oxisol,5.93,64.2,5.43,770,11,139,0.98,Moderate,0.95,95.1,0.018,0,32.8,100.0,250.0,Natural Regeneration,Brazil Nut
-3.107122,-65.78,141.5,25.97,93.2,10.92,0.14,Ultisol,6.23,58.9,1.41,748,31,25,1.13,Moderate,0.411,45.6,0.662,6,82.6,83.9,101.8,Assisted Natural Regeneration,Andiroba
-1.132015,-72.155613,136.0,27.59,90.5,17.62,6.35,Oxisol,5.61,70.7,1.25,2159,6,142,0.92,Moderate,0.567,47.2,0.418,4,14.4,100.0,135.5,Agroforestry,Rubber Tree
-1.566804,-64.569333,230.4,25.58,91.0,14.13,1.58,Ultisol,4.81,62.7,1.93,427,26,221,1.47,Good,0.575,63.6,0.199,1,4.1,100.0,135.9,Agroforestry,Rubber Tree
-4.400833,-57.921768,337.3,30.47,77.5,29.62,1.4,Spodosol,5.6,64.3,4.92,446,26,32,1.56,Poor,0.859,91.2,0.018,0,0.0,100.0,243.1,Natural Regeneration,Brazil Nut
-4.150717,-62.722642,342.1,24.54,93.5,1.25,2.32,Spodosol,4.61,55.1,6.72,1022,5,157,1.41,Moderate,0.95,90.7,0.163,3,22.8,100.0,250.0,Natural Regeneration,Brazil Nut
1.69978,-64.790668,253.4,31.15,74.6,19.88,0.82,Oxisol,4.16,56.7,1.67,1699,25,144,1.47,Moderate,0.467,45.3,0.414,3,24.3,100.0,120.8,Agroforestry,Rubber Tree
-3.08144,-71.140231,269.0,32.05,66.4,15.96,0.43,Ultisol,6.58,48.3,4.65,1107,14,164,1.21,Poor,0.746,65.3,0.175,0,16.7,100.0,221.5,Natural Regeneration,Brazil Nut
-3.440334,-68.121463,205.9,23.62,97.5,19.7,6.98,Oxisol,5.35,68.8,4.57,291,24,29,1.15,Good,0.929,95.4,0.0,0,0.7,100.0,250.0,Natural Regeneration,Brazil Nut
-0.960708,-71.596561,269.4,30.46,82.7,18.17,2.42,Histosol,5.34,61.4,2.02,1959,18,219,1.55,Poor,0.515,48.4,0.316,4,35.6,100.0,147.3,Agroforestry,Rubber Tree
1.149977,-54.62003,303.7,34.5,68.0,4.65,4.66,Ultisol,6.09,41.1,2.58,2255,31,162,1.01,Good,0.483,56.1,0.275,2,25.5,100.0,128.6,Agroforestry,Rubber Tree
-4.504428,-70.754244,180.4,24.51,82.4,24.94,6.86,Oxisol,5.57,50.7,4.24,699,5,140,1.21,Poor,0.719,80.3,0.181,3,11.6,100.0,204.3,Natural Regeneration,Brazil Nut
-0.385537,-59.711039,224.6,33.82,67.6,9.56,7.82,Entisol,5.27,50.7,3.01,2459,36,173,0.96,Moderate,0.593,54.8,0.341,3,47.4,100.0,164.4,Direct Seeding,Açaí Palm
-4.046316,-65.77423,197.3,29.88,84.8,19.3,5.51,Oxisol,6.22,56.4,1.95,2245,22,85,1.45,Moderate,0.616,66.5,0.395,2,27.2,100.0,166.1,Agroforestry,Rubber Tree
-4.708312,-68.576519,205.6,29.68,73.6,4.67,7.6,Ultisol,5.33,44.8,3.58,1299,4,40,1.13,Good,0.617,66.2,0.294,2,34.3,100.0,179.0,Natural Regeneration,Brazil Nut
-4.578048,-58.652757,313.7,22.67,100.0,39.85,3.39,Entisol,6.56,76.4,1.54,231,21,219,1.34,Moderate,0.66,65.7,0.317,2,11.8,100.0,171.4,Agroforestry,Rubber Tree
1.673313,-63.031945,137.4,31.73,73.5,13.55,6.32,Oxisol,4.86,48.8,4.48,241,15,164,1.47,Moderate,0.86,100.0,0.113,1,19.6,100.0,235.2,Natural Regeneration,Brazil Nut
-4.05622,-64.396509,88.7,28.22,84.4,5.18,7.5,Ultisol,4.09,55.1,1.87,2308,19,131,1.06,Moderate,0.45,45.4,0.245,3,50.4,100.0,122.2,Direct Seeding,Açaí Palm
-4.638789,-59.771552,170.6,31.38,73.1,15.17,0.43,Oxisol,4.42,38.1,5.37,519,34,131,1.57,Good,0.778,81.6,0.124,2,9.7,100.0,235.6,Natural Regeneration,Brazil Nut
-1.496801,-62.209577,88.7,32.52,68.0,21.79,2.54,Oxisol,6.29,51.8,4.28,1458,19,107,1.37,Moderate,0.785,81.3,0.248,2,16.4,100.0,216.5,Natural Regeneration,Brazil Nut
1.751948,-66.716379,184.5,28.81,90.1,29.28,5.92,Oxisol,6.59,70.8,1.47,1110,32,40,1.39,Poor,0.597,63.9,0.216,2,23.2,100.0,145.4,Agroforestry,Rubber Tree
-2.900733,-60.582529,318.2,25.43,95.5,16.4,2.52,Ultisol,4.21,64.0,2.34,630,29,212,1.55,Moderate,0.613,62.2,0.192,1,22.8,100.0,142.3,Natural Regeneration,Brazil Nut
-1.626299,-57.932034,223.8,23.84,98.6,16.5,0.14,Oxisol,6.54,69.3,3.58,1114,8,107,1.37,Moderate,0.706,76.7,0.31,3,35.0,100.0,193.5,Agroforestry,Rubber Tree
-4.68062,-73.359364,302.3,24.09,99.3,18.35,6.46,Inceptisol,6.64,65.4,3.37,1122,37,79,1.18,Moderate,0.677,65.6,0.297,2,51.2,100.0,172.8,Natural Regeneration,Brazil Nut
-1.407372,-62.819079,74.8,33.27,74.3,8.86,1.32,Inceptisol,6.11,44.2,5.95,894,37,150,1.22,Good,0.81,85.6,0.194,3,12.1,100.0,229.2,Natural Regeneration,Brazil Nut
-0.379095,-72.615601,317.3,23.61,100.0,11.21,2.57,Inceptisol,6.13,66.5,4.77,1234,37,123,1.42,Moderate,0.808,76.1,0.094,3,0.0,100.0,220.1,Natural Regeneration,Brazil Nut
-0.432744,-69.52627,218.6,27.0,84.2,24.28,7.28,Oxisol,4.0,57.2,6.32,313,22,73,0.9,Good,0.948,100.0,0.045,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.340586,-60.54779,30.5,26.35,96.0,13.82,1.67,Ultisol,4.62,59.7,4.31,2248,39,180,1.48,Good,0.77,72.4,0.032,0,0.0,100.0,217.8,Natural Regeneration,Brazil Nut
-2.475735,-53.211466,228.9,33.25,78.3,20.28,7.16,Ultisol,4.6,54.8,2.89,2081,3,175,1.23,Poor,0.577,69.5,0.424,3,54.1,100.0,145.5,Direct Seeding,Açaí Palm
-4.147011,-52.812664,334.0,28.21,86.4,6.13,3.38,Oxisol,5.63,49.0,1.19,533,35,225,1.22,Moderate,0.393,34.0,0.318,3,31.0,96.8,100.6,Agroforestry,Rubber Tree
-2.065613,-72.321344,46.1,34.95,66.2,7.65,7.35,Oxisol,5.84,45.8,2.27,538,5,61,1.16,Moderate,0.467,42.5,0.491,3,37.0,90.4,134.4,Agroforestry,Rubber Tree
-4.204043,-63.941478,212.2,31.58,69.9,12.3,7.01,Inceptisol,6.52,47.2,2.54,1337,9,48,1.21,Poor,0.555,63.2,0.218,0,19.6,100.0,156.3,Agroforestry,Rubber Tree
1.132768,-60.007844,322.1,33.06,73.5,32.73,3.32,Oxisol,5.37,64.8,1.55,1389,32,81,1.25,Good,0.575,56.3,0.307,0,18.3,100.0,145.5,Agroforestry,Rubber Tree
2.730194,-70.470322,23.2,23.28,100.0,22.34,7.37,Oxisol,5.4,62.9,4.18,476,19,203,1.24,Poor,0.802,76.9,0.333,1,51.2,100.0,242.1,Direct Seeding,Açaí Palm
2.760596,-55.629627,228.2,25.29,86.0,10.08,5.06,Ultisol,4.15,57.1,4.83,2363,20,22,1.27,Moderate,0.862,72.6,0.257,1,32.5,100.0,238.8,Natural Regeneration,Brazil Nut
1.920569,-56.138354,176.7,23.76,100.0,18.69,3.8,Ultisol,6.79,67.1,1.3,666,28,171,0.97,Moderate,0.575,57.0,0.291,2,27.2,100.0,116.7,Agroforestry,Rubber Tree
-0.193663,-52.319816,134.5,28.03,82.6,8.63,4.25,Inceptisol,6.65,58.3,3.07,1860,22,173,1.0,Moderate,0.644,67.9,0.305,2,53.6,100.0,172.4,Direct Seeding,Açaí Palm
0.606926,-73.796336,227.1,31.34,74.7,16.13,0.51,Oxisol,4.2,58.0,1.16,1378,27,43,1.02,Poor,0.449,37.3,0.489,1,64.7,94.3,90.4,Assisted Natural Regeneration,Andiroba
-2.718354,-68.799578,37.4,24.2,88.6,27.37,6.46,Oxisol,5.56,62.1,5.37,810,22,224,1.29,Good,0.856,92.2,0.099,1,0.0,100.0,236.2,Natural Regeneration,Brazil Nut
0.046163,-54.147519,268.5,23.69,92.0,18.29,2.34,Inceptisol,4.97,62.6,3.99,2323,5,33,1.46,Moderate,0.724,64.2,0.177,1,15.1,100.0,195.3,Natural Regeneration,Brazil Nut
-1.354804,-57.906079,21.5,29.99,83.3,6.1,2.16,Ultisol,5.2,49.8,5.15,1136,10,94,1.23,Moderate,0.747,81.0,0.294,2,18.7,100.0,218.6,Natural Regeneration,Brazil Nut
-1.143861,-52.534644,121.3,24.99,96.4,14.3,5.72,Entisol,5.82,68.0,4.71,2136,5,87,1.41,Moderate,0.942,75.3,0.064,0,18.2,100.0,239.6,Natural Regeneration,Brazil Nut
1.062212,-72.627688,186.3,28.23,85.6,6.88,2.97,Oxisol,5.18,57.4,6.13,1599,40,200,1.04,Poor,0.941,96.7,0.006,0,2.4,100.0,250.0,Natural Regeneration,Brazil Nut
-2.744653,-59.672865,144.4,22.66,95.8,16.2,4.11,Ultisol,5.39,62.3,6.27,2433,36,86,0.91,Moderate,0.95,100.0,0.002,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.455683,-60.342882,121.5,30.85,72.4,3.56,3.37,Oxisol,4.76,39.4,4.36,1560,17,249,1.55,Moderate,0.652,68.1,0.404,3,43.3,100.0,185.8,Direct Seeding,Açaí Palm
2.397134,-73.143814,294.2,29.04,82.7,20.79,4.04,Ultisol,4.23,55.4,3.77,917,18,206,1.32,Moderate,0.656,72.0,0.393,3,54.6,100.0,192.0,Direct Seeding,Açaí Palm
-4.550206,-61.67547,328.5,30.42,77.1,9.84,1.78,Ultisol,6.11,58.2,6.95,232,8,159,1.03,Moderate,0.95,94.1,0.0,0,6.7,100.0,250.0,Natural Regeneration,Brazil Nut
-1.114926,-59.371513,308.3,25.58,92.1,22.42,7.08,Oxisol,5.06,61.4,2.16,578,4,250,1.4,Poor,0.584,63.5,0.382,3,45.2,100.0,154.0,Direct Seeding,Açaí Palm
2.302406,-69.408964,192.4,25.62,89.3,8.34,4.88,Oxisol,6.48,54.4,4.84,978,37,20,1.51,Moderate,0.819,88.9,0.078,1,0.0,100.0,225.0,Natural Regeneration,Brazil Nut
-0.117096,-67.44009,311.8,32.42,72.5,4.17,1.87,Oxisol,6.65,41.4,4.72,861,37,225,1.09,Moderate,0.75,75.4,0.243,3,10.6,100.0,226.0,Natural Regeneration,Brazil Nut
-0.628743,-58.631664,323.9,31.34,77.4,23.95,0.73,Oxisol,4.25,58.5,6.74,1502,38,233,1.17,Good,0.95,80.3,0.051,0,27.8,100.0,250.0,Natural Regeneration,Brazil Nut
-3.002047,-62.760777,155.0,29.54,82.9,16.71,4.28,Oxisol,5.92,52.3,1.57,1824,16,171,0.95,Good,0.412,32.5,0.396,3,32.9,95.6,99.5,Agroforestry,Rubber Tree
-2.253796,-53.407672,113.5,30.17,85.7,14.14,3.74,Ultisol,6.3,61.0,6.69,1693,39,96,1.41,Good,0.95,97.1,0.0,1,10.4,100.0,250.0,Natural Regeneration,Brazil Nut
1.816387,-65.782838,52.4,23.22,95.3,21.87,7.46,Inceptisol,5.81,67.1,5.58,1913,18,152,1.41,Moderate,0.899,99.3,0.142,1,38.9,100.0,250.0,Natural Regeneration,Brazil Nut
-0.526255,-67.600168,178.1,33.13,74.9,18.74,1.85,Ultisol,4.92,53.2,1.77,404,8,54,1.28,Moderate,0.384,29.3,0.505,4,65.3,93.1,77.8,Assisted Natural Regeneration,Andiroba
-0.882062,-50.363217,332.3,32.01,84.0,17.41,7.05,Oxisol,4.8,61.4,2.17,414,5,108,1.17,Moderate,0.569,55.7,0.333,2,25.3,95.8,137.3,Agroforestry,Rubber Tree
-4.203362,-52.132742,205.1,29.68,83.7,14.8,6.13,Oxisol,5.29,55.0,2.65,386,11,192,1.38,Moderate,0.57,58.0,0.38,4,49.1,100.0,146.4,Direct Seeding,Açaí Palm
-4.871775,-73.304174,240.3,33.94,76.0,26.75,3.81,Spodosol,4.73,63.1,5.06,2456,18,104,1.6,Moderate,0.775,94.5,0.318,2,49.1,100.0,222.4,Direct Seeding,Açaí Palm
2.709482,-55.502513,57.3,24.19,91.4,12.81,6.99,Inceptisol,6.51,59.2,5.49,828,16,56,1.18,Good,0.95,94.4,0.109,0,12.8,100.0,250.0,Natural Regeneration,Brazil Nut
-1.984111,-71.351965,67.4,30.93,74.1,2.72,6.9,Oxisol,4.14,39.8,5.42,759,19,199,1.39,Good,0.728,82.3,0.126,1,17.3,100.0,223.4,Natural Regeneration,Brazil Nut
-0.174296,-73.340355,173.3,34.52,67.9,16.89,5.72,Oxisol,4.32,46.8,4.92,813,24,176,1.47,Moderate,0.778,90.2,0.065,0,13.6,100.0,224.2,Natural Regeneration,Brazil Nut
-4.362279,-67.431308,333.9,26.03,89.7,1.35,0.81,Entisol,5.7,48.2,1.8,2294,16,134,1.56,Moderate,0.515,63.0,0.501,4,74.5,98.2,137.3,Assisted Natural Regeneration,Andiroba
0.464914,-67.535699,139.1,22.2,100.0,34.55,1.28,Oxisol,5.84,79.7,1.26,827,29,168,1.29,Moderate,0.622,71.4,0.26,0,14.7,100.0,162.0,Natural Regeneration,Brazil Nut
2.460534,-54.33635,309.6,31.55,72.5,13.95,4.73,Ultisol,6.06,50.1,2.66,2164,19,46,1.36,Moderate,0.511,54.5,0.398,4,69.8,98.8,138.3,Assisted Natural Regeneration,Andiroba
-0.394678,-56.943986,59.7,22.09,99.3,28.71,1.96,Oxisol,4.77,68.0,4.6,823,14,40,1.06,Moderate,0.85,84.4,0.038,0,22.4,100.0,235.6,Natural Regeneration,Brazil Nut
-3.991077,-50.441374,223.6,33.34,77.0,16.94,4.41,Entisol,4.82,56.6,3.12,1255,37,77,0.96,Poor,0.692,61.4,0.14,2,26.6,100.0,193.1,Natural Regeneration,Brazil Nut
-0.346228,-56.92369,218.2,22.73,99.2,14.22,4.49,Ultisol,5.16,65.9,6.1,2261,27,169,1.54,Poor,0.95,87.3,0.01,0,19.2,100.0,250.0,Natural Regeneration,Brazil Nut
1.130778,-63.961867,303.8,30.49,78.7,15.17,4.7,Oxisol,4.66,52.6,5.93,1486,14,226,1.43,Moderate,0.848,90.1,0.204,3,13.4,100.0,250.0,Natural Regeneration,Brazil Nut
-1.748668,-57.225736,21.1,26.9,88.9,4.18,4.56,Oxisol,5.06,50.9,2.31,932,7,101,1.52,Moderate,0.52,46.0,0.505,3,26.7,93.1,145.6,Agroforestry,Rubber Tree
2.038702,-50.012982,82.7,24.64,87.8,16.01,3.03,Oxisol,5.95,58.6,4.95,1178,26,144,0.99,Poor,0.753,87.5,0.189,2,19.7,100.0,224.0,Natural Regeneration,Brazil Nut
0.189464,-56.956595,92.5,33.68,65.1,6.89,1.68,Oxisol,5.4,33.9,5.98,793,30,181,1.21,Good,0.771,84.2,0.202,2,31.6,100.0,213.9,Natural Regeneration,Brazil Nut
2.193991,-55.719647,333.5,31.7,67.8,8.27,4.15,Inceptisol,6.71,51.3,6.4,1554,37,149,1.38,Moderate,0.95,100.0,0.051,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-0.011958,-51.47924,70.7,26.43,90.0,13.15,3.96,Oxisol,5.62,51.9,3.56,2017,31,113,1.59,Good,0.663,61.8,0.365,3,18.9,100.0,176.2,Agroforestry,Rubber Tree
-3.949696,-71.27237,32.2,25.69,95.4,25.67,2.2,Oxisol,4.92,71.3,6.44,1790,21,21,1.15,Moderate,0.95,94.4,0.077,0,16.9,100.0,250.0,Natural Regeneration,Brazil Nut
-2.522466,-57.085177,196.4,31.57,79.9,11.67,0.41,Oxisol,4.51,48.8,5.44,1222,38,134,1.51,Poor,0.8,87.8,0.121,0,8.8,100.0,237.2,Natural Regeneration,Brazil Nut
-3.38564,-53.580657,194.4,32.88,78.5,5.45,1.64,Oxisol,4.62,49.0,2.78,1247,17,246,1.56,Good,0.55,64.0,0.324,1,34.6,97.4,157.4,Agroforestry,Rubber Tree
2.270612,-51.094914,298.5,31.31,84.0,14.49,4.41,Inceptisol,4.04,60.7,3.05,1697,27,49,1.19,Good,0.669,52.6,0.314,3,43.5,100.0,179.8,Direct Seeding,Açaí Palm
1.083201,-68.936737,333.1,30.32,79.9,13.33,4.28,Oxisol,5.24,59.1,1.83,707,23,100,1.47,Poor,0.529,39.1,0.404,5,49.7,100.0,142.1,Direct Seeding,Açaí Palm
0.411187,-61.905704,197.7,24.96,92.3,19.07,1.07,Inceptisol,6.69,73.3,3.27,994,21,71,0.96,Good,0.756,88.1,0.187,3,25.8,100.0,202.5,Natural Regeneration,Brazil Nut
-2.592269,-57.666684,326.9,33.09,79.7,29.67,4.85,Oxisol,6.18,66.1,3.18,369,24,147,1.4,Good,0.793,72.8,0.09,0,21.2,100.0,190.5,Natural Regeneration,Brazil Nut
-3.527642,-68.060774,259.3,31.75,72.1,10.57,3.38,Ultisol,4.84,44.9,4.75,1610,8,134,1.23,Poor,0.796,73.0,0.155,2,23.4,100.0,210.7,Natural Regeneration,Brazil Nut
1.051609,-59.588651,107.3,28.72,77.3,7.39,5.23,Oxisol,6.24,46.3,2.84,2483,20,160,0.94,Good,0.555,63.6,0.337,3,5.9,100.0,158.7,Agroforestry,Rubber Tree
-1.206736,-67.818109,326.4,28.65,81.7,20.07,7.1,Oxisol,6.61,59.7,3.53,2209,27,116,1.45,Good,0.701,68.0,0.188,1,15.6,100.0,177.7,Natural Regeneration,Brazil Nut
-3.193684,-65.997032,240.3,29.4,79.2,8.24,2.47,Oxisol,5.88,51.6,1.79,1264,35,162,1.35,Moderate,0.497,53.8,0.262,3,4.7,100.0,132.9,Agroforestry,Rubber Tree
-0.067024,-63.403551,156.7,32.77,73.3,15.64,2.78,Spodosol,5.43,49.2,5.39,933,27,150,1.22,Good,0.928,94.8,0.033,0,2.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.677329,-61.299438,244.5,31.65,71.6,15.55,5.41,Oxisol,4.38,43.5,1.24,1701,25,180,1.07,Moderate,0.354,37.1,0.67,6,63.7,73.0,75.7,Assisted Natural Regeneration,Andiroba
-2.390638,-63.215219,152.4,33.13,74.0,8.85,7.59,Oxisol,4.22,49.2,5.49,1916,33,146,1.31,Moderate,0.878,81.2,0.158,2,17.0,100.0,246.1,Natural Regeneration,Brazil Nut
-1.251544,-62.163308,57.7,28.59,80.7,25.37,3.89,Oxisol,4.61,57.0,2.07,1761,14,142,1.02,Poor,0.498,49.6,0.573,4,67.9,92.1,141.0,Assisted Natural Regeneration,Andiroba
-3.816333,-66.83387,257.3,30.12,85.8,18.86,1.35,Ultisol,5.86,64.7,6.89,1729,4,222,0.97,Good,0.95,84.6,0.083,0,5.6,100.0,250.0,Natural Regeneration,Brazil Nut
2.877236,-70.184838,291.9,33.11,66.3,14.72,7.48,Oxisol,4.43,53.0,6.93,2018,15,158,1.31,Moderate,0.94,88.2,0.08,2,16.7,100.0,250.0,Natural Regeneration,Brazil Nut
-3.327221,-72.863601,260.5,25.02,91.8,6.96,3.76,Oxisol,5.49,51.7,6.96,1213,8,202,1.04,Moderate,0.95,91.6,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.957175,-69.296511,95.6,27.77,83.9,2.65,3.69,Oxisol,5.22,51.0,1.08,2482,12,109,1.45,Moderate,0.476,47.0,0.486,4,48.3,87.5,118.7,Direct Seeding,Açaí Palm
-3.371721,-60.033353,335.7,30.07,81.0,35.04,4.32,Oxisol,5.76,61.4,2.3,2235,38,168,0.96,Moderate,0.581,58.9,0.4,5,38.0,100.0,132.0,Agroforestry,Rubber Tree
1.152489,-55.133229,28.3,33.9,74.9,6.91,2.02,Oxisol,4.15,48.6,4.32,430,38,186,1.02,Moderate,0.715,83.5,0.243,1,19.4,100.0,196.6,Natural Regeneration,Brazil Nut
-1.595955,-69.938058,129.8,22.21,100.0,6.85,6.28,Entisol,6.74,61.1,5.4,1020,26,113,1.43,Moderate,0.901,88.8,0.073,0,0.0,100.0,234.4,Natural Regeneration,Brazil Nut
-0.476672,-71.394671,105.8,24.76,92.4,9.8,5.13,Oxisol,5.93,63.2,5.89,2144,8,113,1.5,Good,0.95,98.7,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.831927,-56.017031,35.9,25.05,95.8,9.49,7.64,Ultisol,6.02,58.7,1.81,1402,38,97,1.09,Poor,0.574,52.1,0.287,2,22.7,100.0,150.0,Agroforestry,Rubber Tree
-4.72455,-66.6762,153.9,26.25,93.6,13.83,1.63,Inceptisol,4.05,66.5,6.13,631,40,211,0.97,Moderate,0.95,100.0,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.433396,-51.164013,225.6,25.66,92.2,6.58,4.95,Ultisol,4.22,56.9,5.19,247,36,186,1.11,Poor,0.887,88.7,0.111,0,9.9,100.0,239.3,Natural Regeneration,Brazil Nut
1.533242,-56.856369,311.2,29.67,82.8,2.28,4.13,Oxisol,5.93,53.8,2.74,1546,10,122,0.99,Poor,0.527,58.3,0.456,2,33.7,100.0,146.6,Agroforestry,Rubber Tree
2.081911,-66.157855,346.6,33.51,74.5,37.24,7.16,Oxisol,4.31,53.7,1.05,2196,10,96,0.99,Moderate,0.38,24.1,0.505,4,69.8,92.8,79.3,Assisted Natural Regeneration,Andiroba
